Codigo,Descripcion,Cupo,Watts,Industrial,Refrigerado,Pesable
30000004,Leche Uht Calan 200 cc FRUTILLA,0.03,1,0,0,0
16021200,BIO FRESCURA LIQ.BOS.NATIV.6*1.5 LT,0.08,0,0,0,0
16002872,JAB SACHET MIXTO 60 ML 50XCJA,0.08,0,0,0,0
16002722,JBN MAQUI Y ACAI DP 10*900,0.08,0,0,0,0
16002703,DIELLI LAVA DP 12*500 ML,0.08,0,0,0,0
16002660,ACOND DETOX NUTRICION,0.08,0,0,0,0
16002657,SHAMPOO DETOX NUTRICION,0.08,0,0,0,0
16002652,SHAMPOO MICEL BAJO POO DP10*900,0.08,0,0,0,0
16002622,ACOND DETOX COCO ALOE 10X900,0.08,0,0,0,0
16002619,SHAMPOO DETOX COCO ALOE,0.08,0,0,0,0
16002613,SHAMPOO DETOX ROMETO DP 901,0.08,0,0,0,0
16002567,Fuzol Lavalozas Vinagre Dp 12*1000ml,0.08,0,0,0,0
16002566,Fuzol Lavalozas Limón Dp. 12*1000 ml,0.08,0,0,0,0
16002495,ACOND DETOX HIERBA DP 10*900 ML,0.08,0,0,0,0
16002494,SHAM DETOX HIERBA DP 10*900,0.08,0,0,0,0
16002492,ACOND DETOX TE VERDE DP 10*900 ML,0.08,0,0,0,0
16002491,SHAMP DETOX TE VER DP 10*900,0.08,0,0,0,0
16002487,FUZOL DET PIEL DELICADA DP 12*1,0.08,0,0,0,0
16002486,FUZOL DETERGENTE FORTE DP 12*1,0.08,0,0,0,0
16002279,SUAVELINA AC PLACENTA FR 10*1000 ML,0.08,0,0,0,0
16002277,SUAVELINA AC MANZANILLA FR 10*1000 ML,0.08,0,0,0,0
16002276,SUAVELINA SH BABY FR 10*1000 ML,0.08,0,0,0,0
16002275,SUAVELINA SH QUILLAY FR 10*1000 ML,0.08,0,0,0,0
16002274,SUAVELINA SH PLACENTA FR 10*1000 ML,0.08,0,0,0,0
16002273,SUAVELINA SH HERBAL FR 10*1000 ML,0.08,0,0,0,0
16002272,SUAVELINA SH MANZANILLA FR 10*1000 ML,0.08,0,0,0,0
16002263,JBN COCO JAZ DP 10*900,0.08,0,0,0,0
16002235,ACOND SIN SAL COCO JAZ DP 10*900 ML,0.08,0,0,0,0
16002232,JBN ARAN LIMA DP 10*900 ML HOR,0.08,0,0,0,0
16002230,ACOND SIN SAL ARAND LIMA DP 10*900,0.08,0,0,0,0
16002228,SHAMP SIN SAL ARAN LIMA DP 10*900,0.08,0,0,0,0
16002222,SHAMPOO SIN SAL COCO JAZ DP 10*900,0.08,0,0,0,0
16002122,ACOND SIN SAL PALTA Y ALMENDRA 10*900ML,0.08,0,0,0,0
16002119,SHAMPOO SIN SAL PALTA Y ALMENDRA DP 900,0.08,0,0,0,0
16002117,JBN GRANADA ANTIOXIDANTE DP 900,0.08,0,0,0,0
16002116,ACOND SIN SAL GRANADA DP 10*900ML,0.08,0,0,0,0
16002114,SHAMPOO SIN SAL GRANADA DP 900,0.08,0,0,0,0
16002048,JBN MANZANA MIELDP 900 ML,0.08,0,0,0,0
16002045,JBN YOG BERRIES Y VAINILLA DP 1*900,0.08,0,0,0,0
16002030,JBN BABYLEE 10*900 ML HOR,0.08,0,0,0,0
16001970,SHAMPOO MANZANILLA DP 900,0.08,0,0,0,0
16001967,SHAM HIPOALERG DP 900,0.08,0,0,0,0
16001934,ACOND MANZANILLA DP 900,0.08,0,0,0,0
16001859,JBN YOG VAIN COCO DP 900 BALL,0.08,0,0,0,0
16001856,JBN HIPOALER DP 900 HOR,0.08,0,0,0,0
16001855,JBN YOG ARANDANOS DP 900 ML HOR,0.08,0,0,0,0
16001854,JBN AVENA ALMEN 900DP HOR,0.08,0,0,0,0
16001853,JBN YOGUT MIEL DP 900BALL,0.08,0,0,0,0
16001851,JBN VIOLETAS SIL DP 900 HOR,0.08,0,0,0,0
16001850,JBN CREMA HUMEC DP 900 HOR,0.08,0,0,0,0
16001528,DETERGENTE FUZOL LIQ 12*500,0.08,0,0,0,0
16000419,DIELLI LAVAL LIMON 6X2 LT,0.08,0,0,0,0
16000385,BALL FZL LAVALO LIM 12X500,0.08,0,0,0,0
16000377,BALL FZL SUAV PRIMAVERA 10X1,0.08,0,0,0,0
16000376,BALL FZL SUAV CLASIC 10X1,0.08,0,0,0,0
16000375,BALL FZL SUAV COLOR PLUS 10X1,0.08,0,0,0,0
16000364,FUZOL LIMP COCINA ANTIGRASA 12*500,0.08,0,0,0,0
16000342,BALL FZL SUAV PIEL SENS 10X1 LT,0.08,0,0,0,0
16000334,BALL SHAM MIXTO 50X10,0.08,0,0,0,0
16000225,BALL ACOND MIXTO 50X10,0.08,0,0,0,0
15001140,BALL FZL APRESTO 24*60,0.08,0,0,0,0
3510004,SALSA DE SOYA 12*500 VIDRIO,0.08,0,0,0,0
3510001,SALSA DE SOYA 6*250 (24),0.08,0,0,0,0
3006600,ARROZ TUCAPEL MEDIO (10*500),0.08,0,0,0,0
3000024,Arroz tucapel GRAN SELEC G1 LAM 10*1,0.08,0,0,0,0
3000009,ARROZ TUCAPEL 10*1 GR 2,0.08,0,0,0,0
2403706,QUESO RALLADO 15 X 80 GR COLUN,0.08,0,0,0,0
2403609,QUESO RALLADO *10 UN(2403609),0.08,0,0,0,0
2241439,MANJAR COLUN BOL 36*250,0.08,0,0,0,0
2241129,MANJAR COLUN POTE 24*200,0.08,0,0,0,0
1008845,CHANCACA 24*400 GRS DELICIOSA,0.08,0,0,0,0
1008708,DESODORANTE AROM VAIF 12*225 GRS,0.08,0,0,0,0
1008531,DESODORANTE AROM FMAR 12*225 GRS,0.08,0,0,0,0
1008418,DESODORANTE AROM FCIT 12*225 (1008685),0.08,0,0,0,0
1008324,DESODORANTE AROM CALEGRE 12*225 GRS,0.08,0,0,0,0
1007695,INSECTICIDA KILLER A Y C 12*560 CC,0.05,0,0,0,0
1007688,INSECTICIDA KILLER TODO.INSECTO 12*560,0.05,0,0,0,0
1007671,INSECTICIDA KILLER M Y Z 12*560 CC,0.08,0,0,0,0
1007664,INSECTICIDA KILLER C YJ 12*560 CC,0.05,0,0,0,0
1005974,SURT CALDILLO DEYCO x 6 (24X425 )900451,0.08,0,0,0,0
1005509,LAVALOZA VIRG 18*200 ML,0.08,0,0,0,0
1003178,VIRG LAVALO.LCIT 12X1000 (1170085),0.08,0,0,0,0
1003000,LIMPIADOR CLOROGEL IGENIX FLO10*900ML,0.08,0,0,0,0
1002997,LIMPIADOR CLOROGEL IGENIX LAV 10*900,0.08,0,0,0,0
1002940,MOSTAZA DP HEINZ 24*200 GRS,0.08,0,0,0,0
1002898,VIRG RENOVADOR LIQ BLA 12X60,0.08,0,0,0,0
1002859,VIRG BETUN LIQ CAFE 12X60,0.08,0,0,0,0
1002843,VIRG BETUN LIQ. NEG 12X60,0.08,0,0,0,0
1002812,LUSTRAMUEBLES VIRGINIA 12*250 ML CLASIC,0.08,0,0,0,0
1002799,VIRG LIMPIAVIDRIOS 12X250(1009224),0.08,0,0,0,0
1002652,VIRG BET PASTA CAF 4X12X88,0.08,0,0,0,0
1002645,VIRG BET PASTA NEG 4X12X88 1009767,0.08,0,0,0,0
1002553,IGENIX AMONIO CUATERNARIO 12*900,0.08,0,0,0,0
1002528,TABASCO GARLIC SAUCE 12*60 ML,0.08,0,0,0,0
1002508,BRILL CERA TCOLOR 10X360,0.08,0,0,0,0
1002492,BRILL CERA INCOL 10X360 1009644,0.08,0,0,0,0
1002485,BRILL CERA ROJ DP 10X360,0.08,0,0,0,0
1002478,BRILL CERA AMAR DP 10X360,0.08,0,0,0,0
1002409,VIRG LAVALO LCIT 10X450,0.08,0,0,0,0
1002362,LAVALOZAS VIRGINIA FrutS 15x500 ml,0.08,0,0,0,0
1002324,VIRG SPNJA ZPTOS NEG 12X1,0.08,0,0,0,0
1002317,VIRG SPONJA ZPTOS NEU 12X1,0.08,0,0,0,0
1002300,VIRG LAVALO LCIT 12X750L,0.08,0,0,0,0
1002294,VIRG LAVALOS LCIT 15X500,0.08,0,0,0,0
1001785,CERA A/BRILLO VIRG ROJ 12*900 ML,0.08,0,0,0,0
1001778,CERA A/BRILLO VIRG INC 12*900ML,0.08,0,0,0,0
1001655,DESINFEC.IGENIX TRA 12*360 CC(1000849),0.08,0,0,0,0
1000856,DESINFEC IGENIX LAV 12*360 CC,0.08,0,0,0,0
1000849,DESINFEC IGENIX VAI 12*360 CC,0.08,0,0,0,0
1000832,LIMPIADOR CLOROGEL IGENIX EUC 10*900,0.08,0,0,0,0
921175,PILA ENERG C2 BP2 (MEDIANA),0.08,0,0,0,0
911011,PILA MEDIANA EX DUR 18*12 PILAS,0.08,0,0,0,0
900486,JUREL AL NAT DEYCO (24X425 GR),0.08,0,0,0,0
900419,CHORITOS EN AG DEYCO (24X190),0.08,0,0,0,0
900400,CHORITO EN AC DEYCO (24*190),0.08,0,0,0,0
900117,ATUN DESMENUZADO .AGUA DEYCO (48),0.08,0,0,0,0
900109,ATUN DESMENUZADO.ACEITE DEYCO (48),0.08,0,0,0,0
443010,ARROZ ARUBA PREG 20*500,0.08,0,0,0,0
200105,SURTIDO MARISCOS ANGELMO 24*425 GRS,0.08,0,0,0,0
150770,POLVOS HORNEAR SB ROYAL 8*16*30GRS,0.08,0,0,0,0
100847,JUREL AL NATURAL SAN JOSE 24* 425 GRS,0.08,0,0,0,0
100682,CHORITOS EN ACEITE SAN JOSE 24*425 GRS,0.08,0,0,0,0
60417,ENCEN.RONSON CLEARLITE 20*50,0.08,0,0,0,0
60414,ENCEN.RONSON COLOURLITE BEER 20*24,0.08,0,0,0,0
60409,ENCEN.RONSON COLOURLITE 20*50,0.08,0,0,0,0
58898,LIVEAN LIMONADA AMA10*107,0.08,0,0,0,0
58897,LIVEAN HUESILLOS 10(10*7),0.08,0,0,0,0
58896,LIVEAN 10 (10X8) MELON TUN,0.08,0,0,0,0
58895,LIVEAN NAC 10(10X7) BERRIES CJA,0.08,0,0,0,0
58894,LIVEAN 10(10X7)MANGO,0.08,0,0,0,0
58893,LIVEAN 10 (10X7) PERA,0.08,0,0,0,0
58892,LIVEAN 10 (10X7)MANZANA,0.08,0,0,0,0
58891,LIVEAN 10(10X7)FRUTILLA,0.08,0,0,0,0
58890,LIVEAN 10(10X7)DURAZNO,0.08,0,0,0,0
58889,LIVEAN 10(10X7)PIÑA,0.08,0,0,0,0
58888,LIVEAN 10 (10X8) NARANJA,0.08,0,0,0,0
57990,ZUKO NAC 16(10X20) PAPAYA CN 57927,0.08,0,0,0,0
57525,NECTAR ZUKO MANZANA 4*6*200,0.08,0,0,0,0
57523,NECTAR ZUKO DURAZNO 4*6*200,0.08,0,0,0,0
57522,NECTAR ZUKO PIÑA 4*6*200,0.08,0,0,0,0
57521,NECTAR ZUKO NARANJA 4*6*200,0.08,0,0,0,0
56788,FLAN LIVEAN 15X17 CARAMELO,0.08,0,0,0,0
56786,FLAN LIVEAN 15X17 VAINILLA,0.08,0,0,0,0
56785,FLAN LIVEAN 15X17 CHOCOLATE,0.08,0,0,0,0
56784,GELATINA LIVEAN 15*20 MANZANA,0.08,0,0,0,0
56783,GELATINA LIVEAN 15*20 BERRIES,0.08,0,0,0,0
56782,GELATINA LIVEAN 15*20 LIMON,0.08,0,0,0,0
56781,GELATINA LIVEAN 15*20 PIÑA,0.08,0,0,0,0
56780,GELATINA LIVEAN 15*20 NAR,0.08,0,0,0,0
55613,MUIBON LECHE 6(6*145) CJA,0.08,0,0,0,0
55611,MUIBON LECHE 24X24X12 GRS,0.08,0,0,0,0
55608,MUIBON COOKIES&CREAM 24*24*11 GRS,0.08,0,0,0,0
55607,MUIBON FLOW LECHE 12X12X48 GRS,0.08,0,0,0,0
55605,MUIBON FLOW LECHE 12X20X18 GRS,0.08,0,0,0,0
55604,MUIBON FLOW BLANCA 12X12X48 GRS,0.08,0,0,0,0
55603,MUIBON MANI 4X12X100 GRS,0.08,0,0,0,0
54702,LEV.SECA DIS.PAKMAYA 24*10*11 GRAMOS,0.08,0,0,0,0
54701,LEV.SECA DISPLAY 24*10*10(100002027),0.08,0,0,0,0
54435,LIVEAN NECT TETRA FRUTIFRU (4*6*200),0.08,0,0,0,0
54434,LIVEAN NECT TETRA PIÑA*6 UN (4*6*200),0.08,0,0,0,0
54433,LIVEAN NECT TETRA MANZ*6 UN (4*6*200),0.08,0,0,0,0
54432,LIVEAN NECT TETRA DURAZ*6 UN (4*6*200),0.08,0,0,0,0
54431,LIVEAN NECT TETRA NARANJA*6 UN (4*6*200),0.08,0,0,0,0
52111,TE ORJAS CAN 48X30 GRS,0.08,0,0,0,0
50063,CAFE GOLD (6 UN) 48*50 GRS,0.08,0,0,0,0
47407,AZUCAR 10X1 CAMPO LINDO,0.08,0,0,0,0
44801,JUGO LIMON 250*6(24*250) (8010015),0.08,0,0,0,0
44302,VINAGRE ROSADO (24*250)(1010025),0.08,0,0,0,0
44301,VINAGRE BLANCO (24*250)(1010015),0.08,0,0,0,0
40420,ARROLLADO HUASO MOLDE,0.05,0,0,1,1
30302,PERNIL MANO COCIDO,0.08,0,0,1,1
26138,HIG FAV ACOL ALMACENE 12*4*22 MTS,0.08,0,0,0,0
26132,HIG FAV SENSACION 12*4*22 MTS(26173),0.08,0,0,0,0
26031,TOALLA FAV HOGAR 8*3 *12 MTS,0.08,0,0,0,0
26021,SERV FAV PRAC COCKT 24*200 SERV,0.08,0,0,0,0
25220,CREMA NTZZ 18*60 CHAMPIÑON CJA,0.08,0,0,0,0
25215,SOP NTZZ 18*55 CARACOLITO CJA,0.08,0,0,0,0
24175,AC.MIRAFLORES MARAVILLA 15*1(24175),0.08,0,0,0,0
22698,ESPIRALES 5 KG.,0.08,0,0,0,0
22692,TALLARINES 77 5 KG.,0.08,0,0,0,0
22691,SPAGUETTI 5 KG.,0.08,0,0,0,0
22690,CAB.ANGEL 5 KG.,0.08,0,0,0,0
22284,PACK 5 ESPIRALES +1 SALSA 6x cja,0.08,0,0,0,0
22282,PACK 5 TALL 77+1SALSA 6xcja,0.08,0,0,0,0
18456,ESPIRALES 30*400 GR.,0.08,0,0,0,0
18448,RIGATTI LUCHETTI 30*400,0.08,0,0,0,0
18433,QUIFARO 30*400 GR,0.08,0,0,0,0
18281,MARIPOSAS 250 GR.(48),0.08,0,0,0,0
18235,CARACOLITO 250 GR.(48),0.08,0,0,0,0
18231,DEDALITO 250 GR.(48),0.08,0,0,0,0
11488,CORBATAS 30*400 GR.,0.08,0,0,0,0
10230,SALAME COCIDO 85 MM-110 MM(1.9-2.9),0.05,0,0,1,1
10225,PATE JAMON AHUMADO 120 grs,0.05,0,0,1,1
10221,CHORIZO PARRILLERO VACIO 600 GRS APROX,0.05,0,0,1,1
10220,LONGANIZA VACIO 0.5 GRS APROX,0.05,0,0,1,1
10219,CHORIZO ROJO VACIO 0.5 GRS APROX,0.05,0,0,1,1
10215,QUESO DE CABEZA CON MERQUEN,0.05,0,0,1,1
10214,TOCINO AHUMADO LAMINADO,0.05,0,0,1,1
10203,JAMON COLONIAL 3 K. APROX,0.08,0,0,1,1
10148,PATE DE CAMPO 120grs,0.05,0,0,1,1
10141,ARROLLADO LOMO ESPECIAL,0.05,0,0,1,1
10139,PRIETAS VACIO 450 GRS APROX,0.05,0,0,1,1
10125,PATE JAMON 120grs,0.05,0,0,1,1
10115,QUESO DE CABEZA,0.05,0,0,1,1
10110,GALANTINA CON HUEVO,0.05,0,0,1,1
10108,TURIN 3 KILOS APROX,0.05,0,0,1,1
8807,ENCEN.RONSON COCINA TUBO CORTO NEGRO 12*,0.08,0,0,0,0
8316,YERBA MATE YIYI 40*250,0.08,0,0,0,0
4806,MAYONESA KRAFT 12X850 GRS(1002874),0.08,0,0,0,0
2092,CREMA NESTLE 48*236 GRS,0.08,0,0,0,0
2091,CREMA NESTLE 48*157,0.08,0,0,0,0
2041,NESCAFE 24*50 GRS,0.08,0,0,0,0
2032,NESCAFE TRAD pack 2X170 GRS,0.08,0,0,0,0
2031,NESCAFE SOBRE stick 96 * 1.8 GRS,0.08,0,0,0,0
2001,LECHE CONDENSADA 48*397 NESTLE,0.08,0,0,0,0
1344,HARINA CORONA AZUL 3 KILOS,0.08,0,0,0,0
1333,HARINA LINDEROS S/P 10*1,0.08,0,0,0,0
1322,HARINA LINDEROS C/P 10*1,0.08,0,0,0,0
1321,CABELLITOS 5 KILOS(22694),0.08,0,0,0,0
1311,QUIFAROS 5 KILOS(22693),0.08,0,0,0,0
974,BON1 UN MARG PAMPERI 10X1 BOL (30000074),0,1,0,1,0
973,BON1 PAMPERITA 10X1 (30000073),0,1,0,1,0
541,SEMOLA (40*250),0.08,0,0,0,0
495,VELAS STANDAR 50.UNIDADES,0.08,0,0,0,0
482,Q.CREMA COLUN 4*10*100GRS(2433109),0.08,0,0,1,0
478,SAL LOBOS 10*1 YODADA(3000491),0.08,0,0,0,0
477,SAL SIRENA 10*1 (3000493),0.08,0,0,0,0
475,AZUCAR FLOR IANZA 20*500,0.08,0,0,0,0
471,ARROZ ARUBA LAMINADO 10*1 VERD(443025),0.08,0,0,0,0
469,ARROZ ARUBA PREG.10*1 KG(444002),0.08,0,0,0,0
467,ARROZ ARUBA 10*1 KG ROJO(283005),0.08,0,0,0,0
466,ARROZ ARUBA 20*500(283006),0.08,0,0,0,0
449,JUGO LIMON 12*500 CC TRAVERSO(8010035),0.08,0,0,0,0
446,VINAGRE ROSADO 12*500 C.C(1010045),0.08,0,0,0,0
445,VINAGRE BLANCO 12*500 C.C(1010035),0.08,0,0,0,0
366,BON1 UN GAUDA LAM 2X5KG 300000366,0,1,0,1,1
362,BON 1 UN MANJAR CA DUL CHIL 2X6 30000362,0,1,1,0,0
119,BON 1 K.QUESO INDUSTRIAL PUNTA 20000119,0,1,0,1,1
106,BON1UN CONDESA HORNE VEG 20X1 (30000106),0,1,1,1,0
104,BON1 UN HORNITO HOJA 20X1 (30000104),0,1,1,1,0
103,BON1 UN HORNITO HORNEO 20X1 (30000103),0,1,1,1,0
101,BON 1 UN CRUCINA 20X1 30000118,0,1,1,1,0
3705,SALSA TOM.LUCCHETTI ITALIANA 24*200,0.08,0,0,0,0
533,TALLARINES 77 25*400(533),0.08,0,0,0,0
53324,KRYZPO 14*130 GRS ORIGINAL(53324),0.08,0,0,0,0
53571,KRYZPO 8X6X40 (53571),0.08,0,0,0,0
18447,CANUTOS 30*400(18447),0.08,0,0,0,0
18451,CABELLITOS 30*400 (18451),0.08,0,0,0,0
18436,CARACOLES 30*400(18436),0.08,0,0,0,0
230,SPAGUETTI 25*400(230),0.08,0,0,0,0
53325,KRYZPO 14*130 QUESO,0.08,0,0,0,0
22171,LASAÑA LUCCHETTI 14 *360,0.08,0,0,0,0
450103,QUESO CREMA CREAM CHE 12*227 GR,0.08,0,0,1,0
49516,DONNA NOSOTR EXTRA PROINVI TEL 4*6*6,0.08,0,0,0,0
49778,DONNA TOALLA B.NOCHES TEL WB 4*6*8,0.08,0,0,0,0
50518,JAMON SANDWICH 3.8 APROX,0.05,0,0,1,1
18443,MOSTACHOLI 30*400(18443),0.08,0,0,0,0
10103,JAMON PIERNA GRADO 1 3 K. APROX,0.05,0,0,1,1
55614,MUIBON MANI 6(12*40) CJA,0.08,0,0,0,0
4803,MAYONESA KRAFT 24X200 GRS(1002876),0.08,0,0,0,0
10105,MORTADELA JAMONADA 3.2 APROX,0.05,0,0,1,1
106043,DONNA PD CORTOS 6X6X15(106043,0.08,0,0,0,0
48875,DONNA NATURAL NORMAL ALAS 5X6X8(49815,0.08,0,0,0,0
30001145,MERM DAMASCO LOS LAGOS GRANEL 1X5,0.03,1,1,0,0
30001341,MANTECA ASTRA12X900 G,0.03,1,0,1,0
30001143,MERMELADA FRASCO MORA 10X500,0.03,1,0,0,0
30001144,MERM FRAMBUESA LOS LAGOS GRANEL 1X5,0.03,1,1,0,0
7001,HARINA DE MAIZ 1 KG GRAN AREPA,0.08,0,0,0,0
7004,PIRULIN TRADICIONAL LATA 155 GRS PIRULIN,0.08,0,0,0,0
7005,PIRULIN TRADICIONAL DISPLAY 24 GRS PIRUL,0.08,0,0,0,0
7011,FETTUCCINE 12-500 GRS DIVELLA,0.08,0,0,0,0
7012,TOMATE PASSATA FRASCO 680 .DIVELLA,0.08,0,0,0,0
7002,JAMON ENDIABLADO EN LATA 120 GR UNDERWOO,0.08,0,0,0,0
7009,FLIPS DULCE DE LEC BOLSA 120 GRS FLIPS,0.08,0,0,0,0
30305,ARROLLADO DE PERNIL,0.05,0,0,1,1
7006,FILPS CHOCOLATE 220 GRS FLIPS,0.08,0,0,0,0
7007,FLIPS DULCE LECHE 220 GRS FLIPS,0.08,0,0,0,0
7008,FLIPS CHOCOLATE BOLSA 120 GRS FLIPS,0.08,0,0,0,0
7015,PROSCIUTTO DELIZIA 60 GRS CASSINI,0.08,0,0,0,0
7016,JAMON SERRANO 100 GR DN SANCHO,0.05,0,0,0,0
25230,CREMA NTZZ 18*60 ESPARRAGOS CJA,0.08,0,0,0,0
7003,PIRULIN TRADICIONAL LATA 300 GRS PIRULIN,0.08,0,0,0,0
7013,CAFÉ EXTRAFORTE 250 GR MELITTA,0.08,0,0,0,0
3000,KIT PASTELERIA WATTS (3PRODUCTOS),0,0,0,0,0
56301,CHANT 3/4 CREM 48X60 CAJA,0.08,0,0,0,0
7014,PASSATA TETRAPACK 200 GR (1UN),0.08,0,0,0,0
1002747,MAYONESA KRAFT FRASCO 12*794,0.08,0,0,0,0
60418,ENCEN.RONSON COLOURLITE HIPPIE 20*24,0.08,0,0,0,0
141002500,BIO FRESCURA BOSQUE NATIVO 7X2.5KG,0.08,0,0,0,0
144002500,BIO FRESCURA DESIERTO FLORIDO 7X2.5 KG,0.08,0,0,0,0
57079,ZUKO NAC 16(10X20) GUANABANA,0.08,0,0,0,0
57080,ZUKO NAC 16(10X20) GUAYABA,0.08,0,0,0,0
57081,ZUKO NAC 16(10X20) LULADA,0.08,0,0,0,0
50300,GOLD NAC 24(8X15) LATTE VAINILLA,0.08,0,0,0,0
50301,GOLD NAC 24(8X15) CAPUCCINO,0.08,0,0,0,0
50304,GOLD NAC 24(8X15) VAINILLA LIGHT,0.08,0,0,0,0
1009378,ATUN LOMITO DEYCO AC (48*170)(900249),0.08,0,0,0,0
900257,ATUN LOMITO DEYCO AG.(48*170)(900257),0.08,0,0,0,0
1008661,DESODORANTE AROM FRUC 12*225 GRS,0.08,0,0,0,0
1008678,DESODORANTE AROM JLAV 12*225 GRS,0.08,0,0,0,0
1008692,DESODORANTE AROM LFLO 12*225 GRS,0.08,0,0,0,0
1116212,BETUN CREMA VIRG.NEGRO 24*80 GRS,0.08,0,0,0,0
50302,GOLD NAC 24(8X15) MOKA LACT,0.08,0,0,0,0
1005608,LIMPIADOR DESINF.IGENIX LAV 10*900,0.08,0,0,0,0
1008371,TRAPEROS PISOS MULTI.LFLO VIRGI.12*10,0.08,0,0,0,0
1008739,TRAPEROS PISOS MULT.MVERDE VIRGINIA 12*1,0.08,0,0,0,0
1008869,TRAPEROS PISOS NAR VIRGINIA 12*10UN,0.08,0,0,0,0
1008876,TRAPEROS PISOS CITRUS IGENIX 12*10 UN,0.08,0,0,0,0
1009262,IGENIX WIPES FRASCO 12*40UN,0.08,0,0,0,0
1009422,LIMPIADOR DESINF.IGENIX MVERDE 10*900,0.08,0,0,0,0
1009576,IGENIX WIPES DESINFECCION BOLSA 20*20UN,0.08,0,0,0,0
1009583,IGENIX WIPES DESINFECCION BOLSA 12*50 UN,0.08,0,0,0,0
1005615,LIMPIADOR DESINF.IGENIX VAI 10*900,0.08,0,0,0,0
18449,RIGATTI TR3S 30*400 GRS,0.08,0,0,0,0
18457,ESPIRALES TR3S 30*400 GRS,0.08,0,0,0,0
22159,CORBATAS TR3S 30*400 GRS,0.08,0,0,0,0
235,SPAGUETTI 5 TR3S 25*400 GRS,0.08,0,0,0,0
55619,MUIBON BOMBON COCO 6(20*13),0.08,0,0,0,0
1008616,IGENIX WIPES REFILL 12*35 UN 1009279,0.08,0,0,0,0
145002500,BIO FRESCURA CAMPOS DE HIELO 7X2.5KG,0.08,0,0,0,0
1001932,KETCHUP DPACK 12*900 H.TOMATO,0.08,0,0,0,0
20000119,QUESO INDUSTRIAL PUNTA,0.03,1,0,1,1
22285,PACK 5 N5+SALSA LUCH (6XCJA) CJA(22285,0.08,0,0,0,0
240,CAB ANGEL 25*400(240),0.08,0,0,0,0
129,TALLARINES 78 25*400 GR.(129),0.08,0,0,0,0
7017,PASSATA RUSTICA 680 GR CIRIO,0.08,0,0,0,0
1009606,IGENIX WIPES DESINFECCION FRASCO 4X400 U,0.08,0,0,0,0
1001329,KETCHUP HDPACK 12X620 GRS(1003284,0.08,0,0,0,0
1010235,VINAGRE MANZANA 12X500 TRAVERSO,0.08,0,0,0,0
3610010,ESENCIA VAINILLA (CJA6X250) TRAVERSO,0.08,0,0,0,0
30001404,LONCO BREAK CAPPUCCINO 18X250,0.03,1,0,0,0
30001406,LONCO BREAK CHAI LATTE 18X250,0.03,1,0,0,0
30001407,LONCO BREAK CHOCO AVELLANA 18X250,0.03,1,0,0,0
30001411,LONCO PROTEIN CAPPUCCINO 18X200,0.03,1,0,0,0
30001423,LONCO PROTEIN FULL PRO VAINILLA 18X250,0.03,1,0,0,0
16002932,FUZOL LAVALOZAS LIMON DP 12*1000 2021,0.08,0,0,0,0
50303,GOLD NAC 24(8X15) CARAMEL LAT,0.08,0,0,0,0
53326,KRYZPO NAC 14*130 CREMA CEBOLLA,0.08,0,0,0,0
53572,KRYZPO 8X6X37 QUESO,0.08,0,0,0,0
57959,ZUKO NAC 16(10X20) FRAMBUESA CN,0.08,0,0,0,0
1002571,KETCHUP DP HEINZ 24*190 GS,0.08,0,0,0,0
1002749,MAYONESA KRAFT 12 * 397 GRS,0.08,0,0,0,0
1002877,MAYONESA KRAFT 18 X 90 GRS,0.08,0,0,0,0
1009439,LIMPIADOR IGENIX DESIN.Fflo 10X900,0.08,0,0,0,0
1003050,TABASCO ORIGINAL SAUCE 12*60 ML,0.08,0,0,0,0
55606,MUIBON FLOW CHOC LECHE PACK3UN 48 X CJA,0.08,0,0,0,0
38,BON 1 UN AC. BELMONT 12X1 30000038,0,1,0,0,0
22696,CORBATAS 5 KILOS(22696),0.08,0,0,0,0
30001351,MANTEQUILLA CALO 50X100G,0.03,1,0,1,0
30001405,LONCO BREAK CARAMEL 18X250,0.03,1,0,0,0
30001412,LONCO PROTEIN CHOCOLATE 18X200,0.03,1,0,0,0
30001414,BONMOMENT CAPUCCINO 18X200,0.03,1,0,0,0
30001142,MERMELADA FRASCO DAMASCO 10X500,0.03,1,0,0,0
30001342,SUREÑA MIX PAN 40X200,0.03,1,0,1,0
65,BON 1 BIDON CRUZTECA FRITO MAS(30000065),0,1,1,0,0
7500,COMODIN,0,0,0,0,0
30001447,MARGARINA DOÑA JUANITA 12*1,0.03,1,1,1,0
30001448,MANTECA IND AMASA 12X1KG,0.03,1,1,0,0
53573,KRYZPO 8X6X37 CREMA CEBOLLA,0.08,0,0,0,0
24176,AC.MIRAFLORES VEG. 15*1(24176),0.08,0,0,0,0
57690,LIVEAN POUCH NAC 18X90G MANZANA,0.08,0,0,0,0
57691,LIVEAN POUCH NAC 18X90G PERA,0.08,0,0,0,0
57692,LIVEAN POUCH NAC 18X90G DURAZNO,0.08,0,0,0,0
1001,MR.NOODLES P. INST.SABOR CARNE 12*64GRS,0.08,0,0,0,0
1002,MR.NOODLES P. INST.SABOR POLLO 12*64GRS,0.08,0,0,0,0
1003,MR.NOODLES P. INST.SABOR VEGETALES 12*64,0.08,0,0,0,0
1004,MR.NOODLES P. INST.SABOR POLLO PICANTE12,0.08,0,0,0,0
1005,MR.NOODLES P. INST.SABOR THAI 12*64GR,0.08,0,0,0,0
